MUNICIPIO_CLEAN,UF,MUNICIPIO,QUANTIDADE_EMPREGOS,QUANTIDADE_ ESTABELECIMENTOS,QUANTIDADE_VISITAS_ESTIMADAS_ NACIONAL,QUANTIDADE_VISITAS_ESTIMADAS_ INTERNACIONAL,ARRECADACAO,NUM_UCS,BIOMAS_UCS,TOTAL_VISITANTES,Municipio_Clean,NUM_FOCOS,INTENSIDADE_MEDIA,INTENSIDADE_TOTAL,ANO_MIN,ANO_MAX,ESTADO_QUEIMADA,BIOMAS_QUEIMADA,CATEGORIA_UCS,LATITUDE_MUNICIPIO,LONGITUDE_MUNICIPIO,FOCOS_RAIO_100KM,DISTANCIA_MEDIA_FOCOS_KM,DISTANCIA_MIN_FOCO_KM,MUNICIPIOS_PROXIMOS_COM_FOCOS,BIOMAS_PROXIMOS,Município_Clean_x,NUM_UCS_PROTECAO_INTEGRAL,NUM_UCS_USO_SUSTENTAVEL,Município_Clean_y,CATEGORIA_UC_DETALHADA,PERC_UCS_PROTECAO_INTEGRAL,PERC_UCS_USO_SUSTENTAVEL,TEM_UC_PROTECAO_INTEGRAL,TEM_UC_USO_SUSTENTAVEL,CATEGORIA_PROXIMIDADE
macau,RN,Macau,10,3,24953,223,0,1,Caatinga,25176,macau,2.0,13.85,27.7,2019.0,2019.0,RIO GRANDE DO NORTE,Caatinga,1 UC,,,,,,,,macau,0,1,macau,Reserva de Desenvolvimento Sustentável,0.0,100.0,0,1,Muito_Distante
maceio,AL,Maceió,3081,124,1448550,78259,47781969,7,"Área Marinha, Mata Atlântica",1526809,maceio,25.0,27.71,692.8,2015.0,2019.0,ALAGOAS,Mata Atlântica,6+ UCs,-9.488,-35.622,40.0,61.94374106939779,58.13977440667977,2.0,Mata Atlântica,maceio,0,7,maceio,"Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Distante
machadinho d'oeste,RO,Machadinho d'Oeste,22,6,7054,140,0,20,Amazônia,7194,machadinho d'oeste,3812.0,65.47,249567.4,2015.0,2019.0,RONDÔNIA,Amazônia,6+ UCs,-9.246344444444444,-62.1315,300.0,39.25877301154484,8.73375958116311,5.0,Amazônia,machadinho d'oeste,1,19,machadinho d'oeste,"Reserva Biológica, Parque, Floresta, Reserva Extrativista",5.0,95.0,1,1,Muito_Próximo
machado,MG,Machado,36,6,38201,454,208416,1,Mata Atlântica,38655,machado,49.0,30.59,1498.7,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,1 UC,-21.712,-45.928,20.0,63.983017423428386,63.983017423428386,1.0,Mata Atlântica,machado,0,1,machado,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
mafra,SC,Mafra,48,4,10515,347,0,2,"Amazônia, Mata Atlântica",10862,mafra,130.0,25.15,3269.7,2015.0,2019.0,SANTA CATARINA,Mata Atlântica,2 UCs,,,,,,,,mafra,0,2,mafra,"Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Distante
mage,RJ,Magé,35,7,13395,82,143737,9,"Mata Atlântica, Área Marinha",13477,mage,6.0,12.23,73.4,2015.0,2018.0,RIO DE JANEIRO,Mata Atlântica,6+ UCs,,,,,,,,mage,1,8,mage,"Área de Proteção Ambiental, Parque, Reserva Particular do Patrimônio Natural, Refúgio de Vida Silvestre",11.1,88.9,1,1,Muito_Distante
mairipora,SP,Mairiporã,261,15,33823,763,2715057,8,Mata Atlântica,34586,mairipora,52.0,15.18,789.2,2015.0,2019.0,SÃO PAULO,Mata Atlântica,6+ UCs,,,,,,,,mairipora,1,7,mairipora,"Reserva Particular do Patrimônio Natural, Parque, Área de Proteção Ambiental, Monumento Natural",12.5,87.5,1,1,Muito_Distante
mallet,PR,Mallet,46,1,4945,0,0,2,Mata Atlântica,4945,mallet,78.0,14.33,1118.1,2015.0,2019.0,PARANÁ,Mata Atlântica,2 UCs,-25.795,-50.903,140.0,71.653410470498,0.0,5.0,Mata Atlântica,mallet,0,2,mallet,"Área de Relevante Interesse Ecológico, Área de Proteção Ambiental",0.0,100.0,0,1,
mamanguape,PB,Mamanguape,11,2,21335,0,0,2,Mata Atlântica,21335,mamanguape,31.0,30.82,955.5,2015.0,2019.0,PARAÍBA,Mata Atlântica,2 UCs,-6.778,-35.2,40.0,75.58674787672963,54.847779769456,2.0,Mata Atlântica,mamanguape,2,0,mamanguape,"Reserva Biológica, Estação Ecológica",100.0,0.0,1,0,Distante
manacapuru,AM,Manacapuru,33,6,111358,316,93388,2,Amazônia,111674,manacapuru,795.0,27.89,22173.4,2015.0,2019.0,AMAZONAS,Amazônia,2 UCs,-3.2380000000000004,-60.95435,80.0,48.99825310259871,34.41896123407602,3.0,Amazônia,manacapuru,0,2,manacapuru,"Área de Proteção Ambiental, Reserva de Desenvolvimento Sustentável",0.0,100.0,0,1,Moderado
manaus,AM,Manaus,1023,85,1472775,88470,20294906,13,Amazônia,1561245,manaus,275.0,24.33,6691.3,2015.0,2019.0,AMAZONAS,Amazônia,6+ UCs,,,,,,,,manaus,0,13,manaus,"Área de Relevante Interesse Ecológico, Parque, Reserva Particular do Patrimônio Natural, Reserva de Desenvolvimento Sustentável, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
manga,MG,Manga,6,3,7493,566,0,2,"Mata Atlântica, Caatinga",8059,manga,145.0,58.29,8452.6,2015.0,2019.0,MINAS GERAIS,"Cerrado, Caatinga",2 UCs,-14.697666666666668,-44.06,20.0,47.79773448980389,47.79773448980389,1.0,Cerrado,manga,0,2,manga,"Reserva Particular do Patrimônio Natural, Parque",0.0,100.0,0,1,Moderado
mangaratiba,RJ,Mangaratiba,945,19,192198,7901,2109469,7,"Mata Atlântica, Área Marinha",200099,mangaratiba,3.0,15.03,45.1,2015.0,2016.0,RIO DE JANEIRO,Mata Atlântica,6+ UCs,,,,,,,,mangaratiba,0,7,mangaratiba,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Muito_Distante
maquine,RS,Maquiné,2,1,1125,91,0,1,Mata Atlântica,1216,maquine,11.0,17.47,192.2,2016.0,2019.0,RIO GRANDE DO SUL,Mata Atlântica,1 UC,,,,,,,,maquine,1,0,maquine,Reserva Biológica,100.0,0.0,1,0,Muito_Distante
mar de espanha,MG,Mar de Espanha,3,1,10278,170,0,1,Mata Atlântica,10448,mar de espanha,16.0,29.24,467.9,2016.0,2019.0,MINAS GERAIS,Mata Atlântica,1 UC,,,,,,,,mar de espanha,1,0,mar de espanha,Estação Ecológica,100.0,0.0,1,0,Muito_Distante
maraba,PA,Marabá,366,36,358588,3666,1770427,5,Amazônia,362254,maraba,2855.0,44.88,128131.8,2015.0,2019.0,PARÁ,Amazônia,3-5 UCs,-5.5699056603773585,-49.815547169811325,140.0,70.8125219380127,47.73387661054785,4.0,Amazônia,maraba,1,4,maraba,"Floresta, Reserva Biológica, Reserva Particular do Patrimônio Natural",20.0,80.0,1,1,Moderado
maracaju,MS,Maracaju,67,10,19606,570,510491,1,Pantanal,20176,maracaju,196.0,73.12,14332.4,2015.0,2019.0,MATO GROSSO DO SUL,"Cerrado, Mata Atlântica",1 UC,-21.749000000000002,-55.635999999999996,60.0,74.30293346661155,56.86826234897887,3.0,"Mata Atlântica, Cerrado",maracaju,0,1,maracaju,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Distante
maracanau,CE,Maracanaú,42,5,17966,247,586940,1,Caatinga,18213,maracanau,11.0,27.41,301.5,2015.0,2019.0,CEARÁ,Caatinga,1 UC,-3.858,-38.553,40.0,56.106507695380564,37.13226186231269,2.0,Caatinga,maracanau,0,1,maracanau,Parque,0.0,100.0,0,1,Moderado
maracas,BA,Maracás,22,2,14505,120,0,2,Mata Atlântica,14625,maracas,124.0,44.74,5547.4,2015.0,2019.0,BAHIA,"Caatinga, Mata Atlântica",2 UCs,-13.496666666666668,-40.64233333333333,20.0,83.93835651783998,83.93835651783998,1.0,Caatinga,maracas,0,2,maracas,"Reserva Particular do Patrimônio Natural, Parque",0.0,100.0,0,1,Distante
maragogi,AL,Maragogi,1276,36,297357,19347,24773850,1,Área Marinha,316704,maragogi,53.0,28.85,1529.1,2015.0,2019.0,ALAGOAS,Mata Atlântica,1 UC,-9.004,-35.268,20.0,92.843580655338,92.843580655338,1.0,Mata Atlântica,maragogi,0,1,maragogi,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
maragogipe,BA,Maragogipe,7,3,82328,182,0,2,Mata Atlântica,82510,maragogipe,8.0,14.55,116.4,2015.0,2019.0,BAHIA,Mata Atlântica,2 UCs,,,,,,,,maragogipe,0,2,maragogipe,"Reserva Extrativista, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
marau,BA,Maraú,277,44,25132,3731,1898584,14,Mata Atlântica,28863,marau,68.0,47.48,3228.6,2015.0,2019.0,BAHIA,Mata Atlântica,6+ UCs,-14.026499999999999,-39.083,20.0,60.95140286583932,60.95140286583932,1.0,Mata Atlântica,marau,0,7,marau,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Distante
marau,BA,Maraú,277,44,25132,3731,1898584,14,Mata Atlântica,28863,marau,68.0,47.48,3228.6,2015.0,2019.0,BAHIA,Mata Atlântica,6+ UCs,-14.026499999999999,-39.083,20.0,60.95140286583932,60.95140286583932,1.0,Mata Atlântica,marau,0,7,marau,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Distante
marau,BA,Maraú,277,44,25132,3731,1898584,14,Mata Atlântica,28863,marau,68.0,47.48,3228.6,2015.0,2019.0,BAHIA,Mata Atlântica,6+ UCs,-14.026499999999999,-39.083,20.0,60.95140286583932,60.95140286583932,1.0,Mata Atlântica,marau,0,7,marau,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Distante
marau,BA,Maraú,277,44,25132,3731,1898584,14,Mata Atlântica,28863,marau,68.0,47.48,3228.6,2015.0,2019.0,BAHIA,Mata Atlântica,6+ UCs,-14.026499999999999,-39.083,20.0,60.95140286583932,60.95140286583932,1.0,Mata Atlântica,marau,0,7,marau,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Distante
marcelino ramos,RS,Marcelino Ramos,56,6,3347,0,0,1,Mata Atlântica,3347,marcelino ramos,2.0,40.45,80.9,2017.0,2017.0,RIO GRANDE DO SUL,Mata Atlântica,1 UC,,,,,,,,marcelino ramos,0,1,marcelino ramos,Parque,0.0,100.0,0,1,Muito_Distante
marechal deodoro,AL,Marechal Deodoro,125,11,22032,791,251240,2,Mata Atlântica,22823,marechal deodoro,21.0,70.63,1483.3,2015.0,2019.0,ALAGOAS,Mata Atlântica,2 UCs,,,,,,,,marechal deodoro,0,2,marechal deodoro,"Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Distante
marechal floriano,ES,Marechal Floriano,14,4,4988,0,0,3,Mata Atlântica,4988,marechal floriano,3.0,10.33,31.0,2016.0,2018.0,ESPÍRITO SANTO,Mata Atlântica,3-5 UCs,,,,,,,,marechal floriano,0,3,marechal floriano,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
marica,RJ,Maricá,26,7,94745,1509,0,7,Mata Atlântica,96254,marica,24.0,15.01,360.3,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,6+ UCs,-22.9375,-42.8375,40.0,73.98287676655684,56.01958069990696,2.0,Mata Atlântica,marica,3,4,marica,"Área de Proteção Ambiental, Parque, Reserva Particular do Patrimônio Natural, Refúgio de Vida Silvestre, Monumento Natural",42.9,57.1,1,1,Distante
marilia,SP,Marília,264,26,304535,3755,3296168,1,Mata Atlântica,308290,marilia,26.0,25.46,661.9,2015.0,2019.0,SÃO PAULO,Mata Atlântica,1 UC,,,,,,,,marilia,1,0,marilia,Estação Ecológica,100.0,0.0,1,0,Muito_Distante
mario campos,MG,Mário Campos,1,1,2624,0,0,1,Mata Atlântica,2624,mario campos,12.0,29.48,353.7,2016.0,2019.0,MINAS GERAIS,Mata Atlântica,1 UC,-20.083,-44.187,60.0,78.63718306275443,65.46804738111517,3.0,Cerrado,mario campos,0,1,mario campos,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
marituba,PA,Marituba,19,2,2468,0,0,1,Amazônia,2468,,0.0,0.0,0.0,,,,,1 UC,,,,,,,,marituba,1,0,marituba,Refúgio de Vida Silvestre,100.0,0.0,1,0,Muito_Distante
marmelopolis,MG,Marmelópolis,1,1,7494,0,0,2,Mata Atlântica,7494,marmelopolis,3.0,12.7,38.1,2016.0,2016.0,MINAS GERAIS,Mata Atlântica,2 UCs,,,,,,,,marmelopolis,0,2,marmelopolis,"Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Distante
mata de sao joao,BA,Mata de São João,6171,58,228922,80017,103063849,3,Mata Atlântica,308939,mata de sao joao,13.0,36.12,469.5,2015.0,2017.0,BAHIA,Mata Atlântica,3-5 UCs,-12.43,-38.04,20.0,36.781494776798,36.781494776798,1.0,Mata Atlântica,mata de sao joao,0,3,mata de sao joao,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Moderado
mataraca,PB,Mataraca,7,1,756,207,0,1,Mata Atlântica,963,mataraca,13.0,50.97,662.6,2015.0,2019.0,PARAÍBA,Mata Atlântica,1 UC,,,,,,,,mataraca,0,1,mataraca,Área de Relevante Interesse Ecológico,0.0,100.0,0,1,Muito_Distante
mateiros,TO,Mateiros,6,2,19961,0,0,5,Cerrado,19961,mateiros,2596.0,76.04,197405.5,2015.0,2019.0,TOCANTINS,Cerrado,3-5 UCs,-10.521892857142857,-46.54160714285714,200.0,57.47458849379221,10.63133426827212,5.0,Cerrado,mateiros,1,4,mateiros,"Área de Proteção Ambiental, Estação Ecológica, Parque",20.0,80.0,1,1,Próximo
matinhos,PR,Matinhos,118,26,335122,8447,608008,3,Mata Atlântica,343569,,0.0,0.0,0.0,,,,,3-5 UCs,,,,,,,,matinhos,0,3,matinhos,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
maues,AM,Maués,7,1,80326,126,0,7,Amazônia,80452,maues,1823.0,40.84,74454.2,2015.0,2019.0,AMAZONAS,Amazônia,6+ UCs,,,,,,,,maues,1,6,maues,"Floresta, Parque, Estação Ecológica",14.3,85.7,1,1,Muito_Distante
maxaranguape,RN,Maxaranguape,46,5,9564,327,0,1,Área Marinha,9891,maxaranguape,4.0,38.0,152.0,2019.0,2019.0,RIO GRANDE DO NORTE,Mata Atlântica,1 UC,,,,,,,,maxaranguape,0,1,maxaranguape,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
medianeira,PR,Medianeira,19,4,1305,4244,0,1,Mata Atlântica,5549,medianeira,4.0,15.77,63.1,2015.0,2019.0,PARANÁ,Mata Atlântica,1 UC,,,,,,,,medianeira,0,1,medianeira,Parque,0.0,100.0,0,1,Muito_Distante
mendes,RJ,Mendes,15,3,7494,850,0,1,Mata Atlântica,8344,mendes,12.0,18.12,217.4,2015.0,2018.0,RIO DE JANEIRO,Mata Atlântica,1 UC,,,,,,,,mendes,0,1,mendes,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
meruoca,CE,Meruoca,12,3,12070,0,0,3,Caatinga,12070,meruoca,20.0,41.45,829.0,2015.0,2019.0,CEARÁ,Caatinga,3-5 UCs,,,,,,,,meruoca,0,3,meruoca,"Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Distante
mesquita,RJ,Mesquita,2,1,5782,0,0,4,Mata Atlântica,5782,mesquita,37.0,41.34,1529.7,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,3-5 UCs,,,,,,,,mesquita,0,4,mesquita,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Muito_Distante
miguel pereira,RJ,Miguel Pereira,171,13,56076,661,1044471,11,Mata Atlântica,56737,miguel pereira,30.0,17.63,528.8,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,6+ UCs,,,,,,,,miguel pereira,4,7,miguel pereira,"Reserva Biológica, Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural, Parque, Monumento Natural",36.4,63.6,1,1,Muito_Distante
mimoso do sul,ES,Mimoso do Sul,9,2,14987,130,0,1,Mata Atlântica,15117,mimoso do sul,8.0,36.78,294.2,2015.0,2019.0,ESPÍRITO SANTO,Mata Atlântica,1 UC,,,,,,,,mimoso do sul,1,0,mimoso do sul,Monumento Natural,100.0,0.0,1,0,Muito_Distante
minacu,GO,Minaçu,21,7,72788,120,0,1,Cerrado,72908,minacu,413.0,38.86,16049.1,2015.0,2019.0,GOIÁS,Cerrado,1 UC,-13.5286,-48.38719999999999,80.0,77.40237106295345,67.13888535803419,3.0,Cerrado,minacu,0,1,minacu,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
mineiros,GO,Mineiros,124,15,53838,885,1009218,2,Cerrado,54723,mineiros,566.0,87.8,49695.7,2015.0,2019.0,GOIÁS,Cerrado,2 UCs,-17.61281818181818,-52.83545454545455,40.0,86.98836880622393,78.92412976175085,1.0,Cerrado,mineiros,0,2,mineiros,"Parque, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Distante
mineiros do tiete,SP,Mineiros do Tietê,2,1,0,39,0,1,Mata Atlântica,39,mineiros do tiete,16.0,45.12,721.9,2015.0,2019.0,SÃO PAULO,"Cerrado, Mata Atlântica",1 UC,,,,,,,,mineiros do tiete,0,1,mineiros do tiete,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
miracema,RJ,Miracema,6,1,28622,221,0,5,Mata Atlântica,28843,miracema,12.0,22.18,266.2,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,3-5 UCs,-21.402,-42.131,20.0,39.050118061017976,39.050118061017976,1.0,Mata Atlântica,miracema,1,4,miracema,"Reserva Particular do Patrimônio Natural, Parque, Área de Proteção Ambiental, Refúgio de Vida Silvestre",20.0,80.0,1,1,Moderado
miradouro,MG,Miradouro,5,1,8661,0,0,1,Mata Atlântica,8661,miradouro,7.0,16.43,115.0,2015.0,2018.0,MINAS GERAIS,Mata Atlântica,1 UC,,,,,,,,miradouro,0,1,miradouro,Parque,0.0,100.0,0,1,Muito_Distante
miranda,MS,Miranda,97,18,48246,1296,208171,2,Pantanal,49542,miranda,811.0,150.95,122423.4,2015.0,2019.0,MATO GROSSO DO SUL,"Cerrado, Pantanal",2 UCs,-20.062958333333334,-56.713625,140.0,68.09327932312587,28.03053127593911,3.0,"Cerrado, Pantanal",miranda,0,2,miranda,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Moderado
mirante da serra,RO,Mirante da Serra,4,2,25258,120,0,1,Amazônia,25378,mirante da serra,197.0,52.31,10305.5,2015.0,2019.0,RONDÔNIA,Amazônia,1 UC,-11.0344,-62.79260000000001,20.0,98.11803243972837,98.11803243972837,1.0,Amazônia,mirante da serra,0,1,mirante da serra,Parque,0.0,100.0,0,1,Distante
moeda,MG,Moeda,22,4,2624,102,0,1,Mata Atlântica,2726,moeda,40.0,25.74,1029.7,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,1 UC,-20.3535,-43.989999999999995,40.0,84.17264224950182,69.20764162515972,2.0,"Mata Atlântica, Cerrado",moeda,1,0,moeda,Monumento Natural,100.0,0.0,1,0,Distante
mogi das cruzes,SP,Mogi das Cruzes,410,15,119525,5932,1699834,7,Mata Atlântica,125457,mogi das cruzes,100.0,15.48,1548.3,2015.0,2019.0,SÃO PAULO,Mata Atlântica,6+ UCs,-23.578999999999997,-46.186,40.0,18.87042254770055,12.908631669209472,2.0,Mata Atlântica,mogi das cruzes,1,6,mogi das cruzes,"Parque, Estação Ecológica, Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",14.3,85.7,1,1,Próximo
mogi guacu,SP,Mogi Guaçu,75,9,31161,506,684618,2,Cerrado,31667,mogi guacu,142.0,37.31,5298.2,2015.0,2019.0,SÃO PAULO,Cerrado,2 UCs,,,,,,,,mogi guacu,2,0,mogi guacu,"Estação Ecológica, Reserva Biológica",100.0,0.0,1,0,Muito_Distante
mongagua,SP,Mongaguá,8,3,367697,2623,0,2,"Mata Atlântica, Área Marinha",370320,mongagua,1.0,8.6,8.6,2019.0,2019.0,SÃO PAULO,Mata Atlântica,2 UCs,,,,,,,,mongagua,0,2,mongagua,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
montanha,ES,Montanha,17,3,10562,121,0,1,Mata Atlântica,10683,montanha,30.0,26.04,781.2,2015.0,2019.0,ESPÍRITO SANTO,Mata Atlântica,1 UC,,,,,,,,montanha,0,1,montanha,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
monte alegre do sul,SP,Monte Alegre do Sul,40,10,28059,111,452055,2,Mata Atlântica,28170,monte alegre do sul,7.0,22.74,159.2,2015.0,2017.0,SÃO PAULO,Mata Atlântica,2 UCs,,,,,,,,monte alegre do sul,0,2,monte alegre do sul,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
monte siao,MG,Monte Sião,98,14,18812,682,618169,1,Mata Atlântica,19494,monte siao,9.0,25.56,230.0,2015.0,2018.0,MINAS GERAIS,Mata Atlântica,1 UC,,,,,,,,monte siao,0,1,monte siao,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
monteiro lobato,SP,Monteiro Lobato,22,3,19885,246,0,1,Mata Atlântica,20131,monteiro lobato,10.0,24.88,248.8,2015.0,2018.0,SÃO PAULO,Mata Atlântica,1 UC,-22.94,-45.729,60.0,71.56440798779711,44.15689665715472,3.0,Mata Atlântica,monteiro lobato,0,1,monteiro lobato,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Moderado
montes claros,MG,Montes Claros,365,48,205443,6094,2253742,1,Cerrado,211537,montes claros,133.0,48.55,6456.7,2015.0,2019.0,MINAS GERAIS,Cerrado,1 UC,,,,,,,,montes claros,0,1,montes claros,Parque,0.0,100.0,0,1,Muito_Distante
morada nova,CE,Morada Nova,6,4,63873,196,0,1,Caatinga,64069,morada nova,66.0,35.75,2359.4,2015.0,2019.0,CEARÁ,Caatinga,1 UC,-5.0525,-38.263999999999996,60.0,65.97526074715638,55.48896133972932,3.0,Caatinga,morada nova,0,1,morada nova,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Distante
moreno,PE,Moreno,22,1,9692,0,0,6,Mata Atlântica,9692,moreno,9.0,16.74,150.7,2015.0,2018.0,PERNAMBUCO,Mata Atlântica,6+ UCs,-8.089,-35.178,40.0,69.56088130947985,48.73376419461486,2.0,Mata Atlântica,moreno,5,1,moreno,"Reserva Particular do Patrimônio Natural, Refúgio de Vida Silvestre",83.3,16.7,1,1,Moderado
morretes,PR,Morretes,57,11,14765,1355,202463,10,Mata Atlântica,16120,morretes,1.0,4.7,4.7,2017.0,2017.0,PARANÁ,Mata Atlântica,6+ UCs,,,,,,,,morretes,0,10,morretes,"Parque, Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
morros,MA,Morros,51,2,25029,0,0,1,Cerrado,25029,morros,213.0,36.48,7770.0,2015.0,2019.0,MARANHÃO,"Cerrado, Amazônia",1 UC,-2.96925,-43.7915,100.0,88.00432023682242,62.533743517537545,4.0,Cerrado,morros,0,1,morros,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
mossoro,RN,Mossoró,448,23,183638,1708,3698053,1,Caatinga,185346,mossoro,166.0,86.22,14313.2,2015.0,2019.0,RIO GRANDE DO NORTE,Caatinga,1 UC,-5.085,-37.368,40.0,79.02075460723265,67.46187481725966,2.0,Caatinga,mossoro,0,1,mossoro,Parque,0.0,100.0,0,1,Distante
mostardas,RS,Mostardas,5,5,16472,535,0,1,Pampa,17007,mostardas,15.0,29.85,447.7,2017.0,2019.0,RIO GRANDE DO SUL,Pampa,1 UC,,,,,,,,mostardas,0,1,mostardas,Parque,0.0,100.0,0,1,Muito_Distante
mucuge,BA,Mucugê,28,8,0,737,126976,2,Caatinga,737,mucuge,145.0,72.31,10485.2,2015.0,2019.0,BAHIA,Caatinga,2 UCs,,,,,,,,mucuge,0,2,mucuge,"Parque, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Distante
mucuri,BA,Mucuri,72,19,87456,1356,708793,2,Mata Atlântica,88812,mucuri,197.0,42.07,8287.4,2015.0,2019.0,BAHIA,Mata Atlântica,2 UCs,-17.9765,-39.7785,40.0,69.43435758542584,67.1676699061537,2.0,Mata Atlântica,mucuri,1,1,mucuri,"Reserva Biológica, Área de Proteção Ambiental",50.0,50.0,1,1,Distante
mulungu,CE,Mulungu,6,1,3839,64,0,2,Caatinga,3903,mulungu,24.0,51.16,1227.9,2015.0,2018.0,CEARÁ,"Caatinga, Mata Atlântica",2 UCs,-4.28,-38.989,80.0,73.78797129514683,31.177349590316403,4.0,Caatinga,mulungu,0,2,mulungu,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Moderado
mundo novo,MS,Mundo Novo,47,9,51821,207,0,4,"Mata Atlântica, Cerrado",52028,mundo novo,98.0,49.57,4858.3,2015.0,2019.0,BAHIA,"Caatinga, Cerrado, Mata Atlântica",3-5 UCs,-24.001,-54.247,60.0,64.21000950868569,0.0,3.0,Mata Atlântica,mundo novo,0,4,mundo novo,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,
muniz freire,ES,Muniz Freire,5,1,4713,0,0,1,Mata Atlântica,4713,muniz freire,24.0,34.97,839.3,2015.0,2019.0,ESPÍRITO SANTO,Mata Atlântica,1 UC,,,,,,,,muniz freire,0,1,muniz freire,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
muqui,ES,Muqui,11,2,17904,143,0,1,Mata Atlântica,18047,muqui,4.0,12.9,51.6,2017.0,2019.0,ESPÍRITO SANTO,Mata Atlântica,1 UC,,,,,,,,muqui,1,0,muqui,Monumento Natural,100.0,0.0,1,0,Muito_Distante
muriae,MG,Muriaé,180,16,55230,611,1201710,1,Mata Atlântica,55841,muriae,29.0,13.98,405.5,2016.0,2019.0,MINAS GERAIS,Mata Atlântica,1 UC,-21.195,-42.388000000000005,20.0,38.439405140689445,38.439405140689445,1.0,Mata Atlântica,muriae,0,1,muriae,Parque,0.0,100.0,0,1,Moderado
natal,RN,Natal,4379,170,3163130,138309,60338313,6,"Área Marinha, Mata Atlântica",3301439,natal,3.0,13.77,41.3,2015.0,2017.0,RIO GRANDE DO NORTE,Mata Atlântica,6+ UCs,,,,,,,,natal,2,4,natal,"Reserva Biológica, Área de Proteção Ambiental, Monumento Natural, Parque",33.3,66.7,1,1,Muito_Distante
natividade,TO,Natividade,6,1,5838,0,0,5,Mata Atlântica,5838,natividade,970.0,53.59,51984.7,2015.0,2019.0,TOCANTINS,"Cerrado, Mata Atlântica",3-5 UCs,-11.80342857142857,-47.657642857142854,220.0,64.13255295875355,12.45079440237799,10.0,Cerrado,natividade,3,2,natividade,"Reserva Particular do Patrimônio Natural, Monumento Natural, Refúgio de Vida Silvestre, Área de Proteção Ambiental",60.0,40.0,1,1,Próximo
navegantes,SC,Navegantes,58,13,163822,3253,628509,1,Mata Atlântica,167075,navegantes,3.0,7.0,21.0,2017.0,2018.0,SANTA CATARINA,Mata Atlântica,1 UC,,,,,,,,navegantes,0,1,navegantes,Parque,0.0,100.0,0,1,Muito_Distante
