MUNICIPIO_CLEAN,UF,MUNICIPIO,QUANTIDADE_EMPREGOS,QUANTIDADE_ ESTABELECIMENTOS,QUANTIDADE_VISITAS_ESTIMADAS_ NACIONAL,QUANTIDADE_VISITAS_ESTIMADAS_ INTERNACIONAL,ARRECADACAO,NUM_UCS,BIOMAS_UCS,TOTAL_VISITANTES,Municipio_Clean,NUM_FOCOS,INTENSIDADE_MEDIA,INTENSIDADE_TOTAL,ANO_MIN,ANO_MAX,ESTADO_QUEIMADA,BIOMAS_QUEIMADA,CATEGORIA_UCS,LATITUDE_MUNICIPIO,LONGITUDE_MUNICIPIO,FOCOS_RAIO_100KM,DISTANCIA_MEDIA_FOCOS_KM,DISTANCIA_MIN_FOCO_KM,MUNICIPIOS_PROXIMOS_COM_FOCOS,BIOMAS_PROXIMOS,Município_Clean_x,NUM_UCS_PROTECAO_INTEGRAL,NUM_UCS_USO_SUSTENTAVEL,Município_Clean_y,CATEGORIA_UC_DETALHADA,PERC_UCS_PROTECAO_INTEGRAL,PERC_UCS_USO_SUSTENTAVEL,TEM_UC_PROTECAO_INTEGRAL,TEM_UC_USO_SUSTENTAVEL,CATEGORIA_PROXIMIDADE
navirai,MS,Naviraí,62,12,6612,112,312759,6,Mata Atlântica,6724,navirai,93.0,35.99,3347.2,2015.0,2019.0,MATO GROSSO DO SUL,Mata Atlântica,6+ UCs,-23.105,-54.277,60.0,96.58546012282613,91.70211395227163,3.0,Mata Atlântica,navirai,0,6,navirai,"Área de Proteção Ambiental, Parque, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Distante
nazare paulista,SP,Nazaré Paulista,208,16,11219,364,1658273,7,Mata Atlântica,11583,nazare paulista,18.0,18.31,329.5,2016.0,2019.0,SÃO PAULO,Mata Atlântica,6+ UCs,,,,,,,,nazare paulista,1,6,nazare paulista,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Parque, Monumento Natural",14.3,85.7,1,1,Muito_Distante
neropolis,GO,Nerópolis,17,4,45484,0,0,3,Cerrado,45484,neropolis,9.0,74.38,669.4,2015.0,2019.0,GOIÁS,Cerrado,3-5 UCs,,,,,,,,neropolis,0,3,neropolis,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Muito_Distante
nilopolis,RJ,Nilópolis,58,4,22296,130,0,1,Mata Atlântica,22426,nilopolis,11.0,16.23,178.5,2015.0,2018.0,RIO DE JANEIRO,Mata Atlântica,1 UC,,,,,,,,nilopolis,0,1,nilopolis,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
nisia floresta,RN,Nísia Floresta,19,5,4647,60,0,2,Mata Atlântica,4707,nisia floresta,15.0,47.24,708.6,2015.0,2019.0,RIO GRANDE DO NORTE,Mata Atlântica,2 UCs,,,,,,,,nisia floresta,0,2,nisia floresta,"Floresta, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
niteroi,RJ,Niterói,609,32,240687,19548,8506356,8,"Mata Atlântica, Área Marinha",260235,niteroi,2.0,11.95,23.9,2017.0,2019.0,RIO DE JANEIRO,Mata Atlântica,6+ UCs,,,,,,,,niteroi,1,7,niteroi,"Monumento Natural, Parque, Reserva Extrativista, Área de Proteção Ambiental",12.5,87.5,1,1,Muito_Distante
nobres,MT,Nobres,27,15,11606,82,74280,3,Cerrado,11688,nobres,339.0,49.97,16938.9,2015.0,2019.0,MATO GROSSO,Cerrado,3-5 UCs,-14.226333333333335,-55.5735,80.0,65.02845700908838,5.846537830964211,4.0,Cerrado,nobres,0,3,nobres,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Muito_Próximo
nossa senhora do socorro,SE,Nossa Senhora do Socorro,93,6,17966,0,0,1,Mata Atlântica,17966,nossa senhora do socorro,4.0,16.42,65.7,2015.0,2016.0,SERGIPE,Mata Atlântica,1 UC,,,,,,,,nossa senhora do socorro,0,1,nossa senhora do socorro,Floresta,0.0,100.0,0,1,Muito_Distante
nova andradina,MS,Nova Andradina,50,14,25518,111,433087,3,"Mata Atlântica, Cerrado",25629,nova andradina,127.0,58.25,7397.3,2015.0,2019.0,MATO GROSSO DO SUL,"Cerrado, Mata Atlântica",3-5 UCs,-21.9705,-53.498,40.0,52.88513965612883,17.626953407496604,2.0,"Cerrado, Mata Atlântica",nova andradina,0,3,nova andradina,"Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Próximo
nova aurora,PR,Nova Aurora,1,1,9881,310,0,1,Cerrado,10191,nova aurora,14.0,20.16,282.2,2015.0,2019.0,PARANÁ,"Mata Atlântica, Cerrado",1 UC,-24.501,-53.209,100.0,50.766962672788196,0.0,5.0,Mata Atlântica,nova aurora,0,1,nova aurora,Área de Proteção Ambiental,0.0,100.0,0,1,
nova bandeirantes,MT,Nova Bandeirantes,15,7,3135,0,0,1,Amazônia,3135,nova bandeirantes,3128.0,57.66,180351.1,2015.0,2019.0,MATO GROSSO,Amazônia,1 UC,-9.914720588235294,-58.02732352941177,220.0,64.29522496309981,27.845342053281076,5.0,Amazônia,nova bandeirantes,0,1,nova bandeirantes,Parque,0.0,100.0,0,1,Moderado
nova crixas,GO,Nova Crixás,9,4,10442,0,0,2,Cerrado,10442,nova crixas,267.0,60.49,16151.5,2015.0,2019.0,GOIÁS,Cerrado,2 UCs,-14.0362,-50.642399999999995,80.0,81.36815514402609,67.42838087430937,2.0,Cerrado,nova crixas,0,2,nova crixas,"Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Distante
nova era,MG,Nova Era,35,4,7914,39,0,1,Mata Atlântica,7953,nova era,13.0,28.51,370.6,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,1 UC,-19.708,-43.002,60.0,74.06315937830779,56.370292556378814,3.0,"Mata Atlântica, Cerrado",nova era,0,1,nova era,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
nova friburgo,RJ,Nova Friburgo,371,51,251467,5344,3490055,29,Mata Atlântica,256811,nova friburgo,70.0,29.24,2046.8,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,6+ UCs,-22.2455,-42.5965,40.0,57.47983090061029,43.652953430360554,2.0,Mata Atlântica,nova friburgo,0,29,nova friburgo,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Moderado
nova iguacu,RJ,Nova Iguaçu,85,8,31810,1855,2281210,16,Mata Atlântica,33665,nova iguacu,24.0,24.39,585.3,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,6+ UCs,,,,,,,,nova iguacu,1,15,nova iguacu,"Reserva Biológica, Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Parque",6.2,93.8,1,1,Muito_Distante
nova lima,MG,Nova Lima,71,13,9834,262,1182522,12,Mata Atlântica,10096,nova lima,41.0,35.74,1465.4,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,6+ UCs,-20.0455,-43.8275,60.0,76.523513842782,66.06752836886194,3.0,"Mata Atlântica, Cerrado",nova lima,5,7,nova lima,"Reserva Particular do Patrimônio Natural, Parque, Estação Ecológica, Área de Proteção Ambiental, Monumento Natural",41.7,58.3,1,1,Distante
nova londrina,PR,Nova Londrina,21,2,6127,198,0,1,Mata Atlântica,6325,nova londrina,14.0,22.91,320.7,2016.0,2019.0,PARANÁ,Mata Atlântica,1 UC,,,,,,,,nova londrina,0,1,nova londrina,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
nova mutum,MT,Nova Mutum,89,14,15309,0,708887,1,Cerrado,15309,nova mutum,1039.0,61.38,63776.4,2015.0,2019.0,MATO GROSSO,"Cerrado, Amazônia",1 UC,-13.609473684210526,-56.21815789473684,60.0,83.8845343364999,64.10627933626647,3.0,"Cerrado, Amazônia",nova mutum,0,1,nova mutum,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
nova trento,SC,Nova Trento,23,4,29457,0,0,6,Mata Atlântica,29457,nova trento,3.0,14.4,43.2,2016.0,2019.0,SANTA CATARINA,Mata Atlântica,6+ UCs,,,,,,,,nova trento,0,6,nova trento,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
nova uniao,MG,Nova União,8,1,6959,0,0,2,Cerrado,6959,nova uniao,137.0,75.6,10356.8,2015.0,2019.0,RONDÔNIA,"Amazônia, Cerrado",2 UCs,-10.972,-62.4815,40.0,81.77585353978336,66.80566169358588,2.0,Amazônia,nova uniao,0,2,nova uniao,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Distante
nova venecia,ES,Nova Venécia,50,6,10112,845,0,3,Mata Atlântica,10957,nova venecia,51.0,30.52,1556.4,2015.0,2019.0,ESPÍRITO SANTO,Mata Atlântica,3-5 UCs,-18.658,-40.373,60.0,56.53245516676316,37.47145682270528,3.0,Mata Atlântica,nova venecia,0,3,nova venecia,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Moderado
nova vicosa,BA,Nova Viçosa,51,11,118516,1414,270929,1,Área Marinha,119930,nova vicosa,114.0,35.52,4048.8,2015.0,2019.0,BAHIA,Mata Atlântica,1 UC,-17.8325,-39.8515,40.0,62.96965964884593,50.24432215044438,2.0,Mata Atlântica,nova vicosa,0,1,nova vicosa,Reserva Extrativista,0.0,100.0,0,1,Distante
novo airao,AM,Novo Airão,41,3,24486,631,0,8,Amazônia,25117,novo airao,194.0,27.49,5332.1,2015.0,2019.0,AMAZONAS,Amazônia,6+ UCs,-2.48725,-61.069,60.0,60.08522667191988,29.155520180070123,3.0,Amazônia,novo airao,0,8,novo airao,"Parque, Reserva Extrativista, Área de Proteção Ambiental, Reserva de Desenvolvimento Sustentável",0.0,100.0,0,1,Moderado
novo aripuana,AM,Novo Aripuanã,1,1,5015,0,0,6,Amazônia,5015,novo aripuana,4309.0,85.41,368033.9,2015.0,2019.0,AMAZONAS,Amazônia,6+ UCs,-6.9739326923076925,-60.57625,40.0,88.92013941177161,83.26258979674593,2.0,Amazônia,novo aripuana,1,5,novo aripuana,"Parque, Floresta, Reserva Biológica, Reserva de Desenvolvimento Sustentável",16.7,83.3,1,1,Distante
novo cruzeiro,MG,Novo Cruzeiro,1,1,30286,0,0,1,Mata Atlântica,30286,novo cruzeiro,133.0,51.52,6852.2,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,1 UC,-17.479333333333333,-41.96033333333333,40.0,63.926048107285396,46.70064019398772,2.0,"Cerrado, Mata Atlântica",novo cruzeiro,0,1,novo cruzeiro,Área de Proteção Ambiental,0.0,100.0,0,1,Moderado
obidos,PA,Óbidos,10,3,36532,0,0,3,Amazônia,36532,obidos,3280.0,38.29,125593.8,2015.0,2019.0,PARÁ,Amazônia,3-5 UCs,-1.164923076923077,-55.5102967032967,40.0,61.690663423061935,52.608956971148025,1.0,Amazônia,obidos,1,2,obidos,"Estação Ecológica, Floresta",33.3,66.7,1,1,Distante
oiapoque,AP,Oiapoque,32,9,10251,911,0,3,Amazônia,11162,oiapoque,1264.0,30.78,38912.2,2015.0,2019.0,AMAPÁ,Amazônia,3-5 UCs,3.531615384615385,-51.52380769230769,40.0,18.47334779759308,8.469519395439194,1.0,Amazônia,oiapoque,0,3,oiapoque,"Parque, Floresta",0.0,100.0,0,1,Muito_Próximo
olinda,PE,Olinda,350,25,173519,10489,3309224,3,Mata Atlântica,184008,,0.0,0.0,0.0,,,,,3-5 UCs,,,,,,,,olinda,0,3,olinda,"Área de Relevante Interesse Ecológico, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
oriximina,PA,Oriximiná,7,2,75571,207,0,4,Amazônia,75778,oriximina,2067.0,34.53,71365.0,2015.0,2019.0,PARÁ,Amazônia,3-5 UCs,,,,,,,,oriximina,2,2,oriximina,"Floresta, Reserva Biológica, Estação Ecológica",50.0,50.0,1,1,Muito_Distante
orizona,GO,Orizona,5,1,17994,0,0,1,Cerrado,17994,orizona,76.0,59.76,4541.6,2015.0,2019.0,GOIÁS,Cerrado,1 UC,-16.94,-48.061,40.0,43.431822433746106,7.423789127744597,2.0,Cerrado,orizona,0,1,orizona,Parque,0.0,100.0,0,1,Muito_Próximo
orleans,SC,Orleans,21,2,18061,264,0,2,Mata Atlântica,18325,orleans,43.0,17.16,737.9,2015.0,2019.0,SANTA CATARINA,Mata Atlântica,2 UCs,-28.258499999999998,-49.421,20.0,86.65036172102126,86.65036172102126,1.0,Mata Atlântica,orleans,0,2,orleans,Parque,0.0,100.0,0,1,Distante
osasco,SP,Osasco,285,21,113388,2263,9463206,2,Mata Atlântica,115651,,0.0,0.0,0.0,,,,,2 UCs,,,,,,,,osasco,0,2,osasco,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
osorio,RS,Osório,26,7,45900,4704,0,1,Mata Atlântica,50604,osorio,9.0,91.24,821.2,2015.0,2019.0,RIO GRANDE DO SUL,Pampa,1 UC,,,,,,,,osorio,0,1,osorio,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
ouro branco,MG,Ouro Branco,96,11,7494,1501,1050033,3,"Caatinga, Mata Atlântica",8995,ouro branco,17.0,20.12,342.0,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,3-5 UCs,,,,,,,,ouro branco,1,2,ouro branco,"Reserva Particular do Patrimônio Natural, Parque, Monumento Natural",33.3,66.7,1,1,Muito_Distante
ouro preto,MG,Ouro Preto,558,68,206293,25689,4691202,13,Mata Atlântica,231982,ouro preto,220.0,32.34,7115.7,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,6+ UCs,-20.42675,-43.51825,20.0,38.183071023052804,38.183071023052804,1.0,Mata Atlântica,ouro preto,4,9,ouro preto,"Parque, Estação Ecológica, Área de Proteção Ambiental, Floresta, Monumento Natural, Reserva Particular do Patrimônio Natural",30.8,69.2,1,1,Moderado
ouro preto do oeste,RO,Ouro Preto do Oeste,32,6,9645,860,0,1,Amazônia,10505,ouro preto do oeste,406.0,123.38,50091.8,2015.0,2019.0,RONDÔNIA,Amazônia,1 UC,-10.224875,-61.936625,100.0,66.09643285995446,5.187468988735855,5.0,Amazônia,ouro preto do oeste,1,0,ouro preto do oeste,Monumento Natural,100.0,0.0,1,0,Muito_Próximo
pacatuba,CE,Pacatuba,2,2,12693,136,0,8,"Mata Atlântica, Caatinga",12829,pacatuba,45.0,31.22,1404.9,2015.0,2019.0,SERGIPE,"Mata Atlântica, Caatinga",6+ UCs,-4.006,-38.581,40.0,45.24979294241979,27.83756434526827,2.0,Caatinga,pacatuba,1,3,pacatuba,"Reserva Biológica, Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Parque",25.0,75.0,1,1,Moderado
pacatuba,CE,Pacatuba,2,2,12693,136,0,8,"Mata Atlântica, Caatinga",12829,pacatuba,45.0,31.22,1404.9,2015.0,2019.0,SERGIPE,"Mata Atlântica, Caatinga",6+ UCs,-4.006,-38.581,40.0,45.24979294241979,27.83756434526827,2.0,Caatinga,pacatuba,1,3,pacatuba,"Reserva Biológica, Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Parque",25.0,75.0,1,1,Moderado
pacatuba,CE,Pacatuba,2,2,12693,136,0,8,"Mata Atlântica, Caatinga",12829,pacatuba,45.0,31.22,1404.9,2015.0,2019.0,SERGIPE,"Mata Atlântica, Caatinga",6+ UCs,-4.006,-38.581,40.0,45.24979294241979,27.83756434526827,2.0,Caatinga,pacatuba,1,3,pacatuba,"Reserva Biológica, Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Parque",25.0,75.0,1,1,Moderado
pacatuba,CE,Pacatuba,2,2,12693,136,0,8,"Mata Atlântica, Caatinga",12829,pacatuba,45.0,31.22,1404.9,2015.0,2019.0,SERGIPE,"Mata Atlântica, Caatinga",6+ UCs,-4.006,-38.581,40.0,45.24979294241979,27.83756434526827,2.0,Caatinga,pacatuba,1,3,pacatuba,"Reserva Biológica, Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Parque",25.0,75.0,1,1,Moderado
pacoti,CE,Pacoti,10,1,4430,253,0,3,Caatinga,4683,pacoti,18.0,97.88,1761.9,2015.0,2018.0,CEARÁ,Caatinga,3-5 UCs,,,,,,,,pacoti,0,3,pacoti,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
padre bernardo,GO,Padre Bernardo,11,5,19606,0,0,4,Cerrado,19606,padre bernardo,415.0,47.73,19808.7,2015.0,2019.0,GOIÁS,Cerrado,3-5 UCs,-15.332583333333332,-48.237833333333334,220.0,50.70875376098567,19.74063816590649,8.0,Cerrado,padre bernardo,0,4,padre bernardo,"Área de Proteção Ambiental, Parque, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Próximo
padre paraiso,MG,Padre Paraíso,16,2,18287,0,0,1,Mata Atlântica,18287,padre paraiso,39.0,35.6,1388.5,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,1 UC,,,,,,,,padre paraiso,0,1,padre paraiso,Parque,0.0,100.0,0,1,Muito_Distante
pains,MG,Pains,5,1,0,52,0,2,Cerrado,52,pains,20.0,25.73,514.6,2015.0,2019.0,MINAS GERAIS,Cerrado,2 UCs,,,,,,,,pains,1,1,pains,"Estação Ecológica, Parque",50.0,50.0,1,1,Muito_Distante
palhoca,SC,Palhoça,133,17,60528,15984,1731379,3,"Área Marinha, Mata Atlântica",76512,palhoca,4.0,16.58,66.3,2016.0,2019.0,SANTA CATARINA,Mata Atlântica,3-5 UCs,,,,,,,,palhoca,0,3,palhoca,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Muito_Distante
palmas,PR,Palmas,11,5,27835,978,0,14,"Mata Atlântica, Cerrado",28813,palmas,749.0,28.64,21447.9,2015.0,2019.0,PARANÁ,"Mata Atlântica, Cerrado",6+ UCs,-16.32795833333333,-49.53304166666666,60.0,83.82245617135395,69.30184196175522,3.0,Cerrado,palmas,2,5,palmas,"Estação Ecológica, Refúgio de Vida Silvestre, Reserva Particular do Patrimônio Natural, Parque, Área de Proteção Ambiental",28.6,71.4,1,1,Distante
palmas,PR,Palmas,11,5,27835,978,0,14,"Mata Atlântica, Cerrado",28813,palmas,749.0,28.64,21447.9,2015.0,2019.0,PARANÁ,"Mata Atlântica, Cerrado",6+ UCs,-16.32795833333333,-49.53304166666666,60.0,83.82245617135395,69.30184196175522,3.0,Cerrado,palmas,2,5,palmas,"Estação Ecológica, Refúgio de Vida Silvestre, Reserva Particular do Patrimônio Natural, Parque, Área de Proteção Ambiental",28.6,71.4,1,1,Distante
palmas,PR,Palmas,11,5,27835,978,0,14,"Mata Atlântica, Cerrado",28813,palmas,749.0,28.64,21447.9,2015.0,2019.0,PARANÁ,"Mata Atlântica, Cerrado",6+ UCs,-16.32795833333333,-49.53304166666666,60.0,83.82245617135395,69.30184196175522,3.0,Cerrado,palmas,2,5,palmas,"Estação Ecológica, Refúgio de Vida Silvestre, Reserva Particular do Patrimônio Natural, Parque, Área de Proteção Ambiental",28.6,71.4,1,1,Distante
palmas,PR,Palmas,11,5,27835,978,0,14,"Mata Atlântica, Cerrado",28813,palmas,749.0,28.64,21447.9,2015.0,2019.0,PARANÁ,"Mata Atlântica, Cerrado",6+ UCs,-16.32795833333333,-49.53304166666666,60.0,83.82245617135395,69.30184196175522,3.0,Cerrado,palmas,2,5,palmas,"Estação Ecológica, Refúgio de Vida Silvestre, Reserva Particular do Patrimônio Natural, Parque, Área de Proteção Ambiental",28.6,71.4,1,1,Distante
palmeira,PR,Palmeira,27,6,4945,116,197322,2,Mata Atlântica,5061,palmeira,139.0,15.72,2185.0,2015.0,2019.0,PARANÁ,Mata Atlântica,2 UCs,-27.633,-50.118,100.0,66.60186741365376,38.83265407369325,5.0,Mata Atlântica,palmeira,0,2,palmeira,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Moderado
palmeiras,BA,Palmeiras,30,9,6033,2655,263206,3,Caatinga,8688,palmeiras,41.0,124.66,5110.9,2015.0,2018.0,BAHIA,Caatinga,3-5 UCs,,,,,,,,palmeiras,0,3,palmeiras,"Parque, Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
pao de acucar,AL,Pão de Açúcar,1,1,794,0,0,1,Caatinga,794,pao de acucar,11.0,24.56,270.2,2015.0,2018.0,ALAGOAS,Caatinga,1 UC,,,,,,,,pao de acucar,0,1,pao de acucar,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
para de minas,MG,Pará de Minas,54,7,13773,404,873923,1,Mata Atlântica,14177,para de minas,82.0,39.04,3201.6,2015.0,2019.0,MINAS GERAIS,"Cerrado, Mata Atlântica",1 UC,-19.731,-44.468,80.0,66.0252227668448,33.75191588766834,4.0,Cerrado,para de minas,0,1,para de minas,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Moderado
paracambi,RJ,Paracambi,25,4,35814,276,0,4,Mata Atlântica,36090,paracambi,54.0,14.91,805.4,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,3-5 UCs,,,,,,,,paracambi,0,4,paracambi,"Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural, Parque",0.0,100.0,0,1,Muito_Distante
paracatu,MG,Paracatu,209,21,112366,338,2580922,4,Cerrado,112704,paracatu,655.0,54.63,35785.9,2015.0,2019.0,MINAS GERAIS,Cerrado,3-5 UCs,-17.18,-46.9126,60.0,36.17743473454493,1.1005427701539705,3.0,Cerrado,paracatu,0,4,paracatu,"Reserva Particular do Patrimônio Natural, Parque",0.0,100.0,0,1,Muito_Próximo
paracuru,CE,Paracuru,31,16,125547,2190,191685,3,Caatinga,127737,paracuru,54.0,46.3,2500.0,2015.0,2019.0,CEARÁ,Caatinga,3-5 UCs,-3.487,-39.088,60.0,53.90278571932541,35.47830374961467,3.0,Caatinga,paracuru,0,3,paracuru,Área de Proteção Ambiental,0.0,100.0,0,1,Moderado
paraguacu,MG,Paraguaçu,17,3,2567,111,0,1,Mata Atlântica,2678,paraguacu,29.0,24.33,705.5,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,1 UC,-21.563,-45.799,20.0,42.765799420097245,42.765799420097245,1.0,Mata Atlântica,paraguacu,0,1,paraguacu,Área de Proteção Ambiental,0.0,100.0,0,1,Moderado
paraiba do sul,RJ,Paraíba do Sul,21,6,37774,0,195850,1,Mata Atlântica,37774,paraiba do sul,62.0,22.82,1415.1,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,1 UC,-22.249666666666666,-43.291666666666664,40.0,41.192679072618674,40.2622559966477,2.0,Mata Atlântica,paraiba do sul,1,0,paraiba do sul,Refúgio de Vida Silvestre,100.0,0.0,1,0,Moderado
paraibuna,SP,Paraibuna,11,3,35941,0,0,2,Mata Atlântica,35941,paraibuna,21.0,19.4,407.4,2015.0,2019.0,SÃO PAULO,Mata Atlântica,2 UCs,,,,,,,,paraibuna,0,2,paraibuna,Parque,0.0,100.0,0,1,Muito_Distante
paraipaba,CE,Paraipaba,35,4,17370,1457,0,2,Caatinga,18827,paraipaba,93.0,41.65,3873.5,2015.0,2019.0,CEARÁ,Caatinga,2 UCs,,,,,,,,paraipaba,0,2,paraipaba,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
paraisopolis,MG,Paraisópolis,24,5,13569,75,0,2,Mata Atlântica,13644,paraisopolis,2.0,9.3,18.6,2017.0,2019.0,MINAS GERAIS,Mata Atlântica,2 UCs,,,,,,,,paraisopolis,0,2,paraisopolis,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Muito_Distante
paranagua,PR,Paranaguá,223,50,198623,13673,2311120,8,Mata Atlântica,212296,paranagua,1.0,46.7,46.7,2019.0,2019.0,PARANÁ,Mata Atlântica,6+ UCs,,,,,,,,paranagua,3,5,paranagua,"Área de Proteção Ambiental, Parque, Reserva Biológica, Estação Ecológica, Floresta",37.5,62.5,1,1,Muito_Distante
paranapanema,SP,Paranapanema,24,4,0,567,0,1,Cerrado,567,paranapanema,16.0,15.17,242.7,2015.0,2019.0,SÃO PAULO,"Cerrado, Mata Atlântica",1 UC,,,,,,,,paranapanema,1,0,paranapanema,Estação Ecológica,100.0,0.0,1,0,Muito_Distante
paranatinga,MT,Paranatinga,31,5,0,191,0,1,Cerrado,191,paranatinga,3642.0,83.17,302897.2,2015.0,2019.0,MATO GROSSO,"Cerrado, Amazônia",1 UC,-13.559301204819278,-54.2412530120482,160.0,58.41863574133099,34.12174388966293,3.0,"Cerrado, Amazônia",paranatinga,1,0,paranatinga,Reserva Biológica,100.0,0.0,1,0,Moderado
paraty,RJ,Paraty,967,179,404233,127665,11915739,4,"Mata Atlântica, Área Marinha",531898,paraty,14.0,11.99,167.8,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,3-5 UCs,,,,,,,,paraty,1,3,paraty,"Área de Proteção Ambiental, Estação Ecológica, Parque",25.0,75.0,1,1,Muito_Distante
parauapebas,PA,Parauapebas,278,34,200040,926,2134923,5,Amazônia,200966,parauapebas,564.0,35.5,20020.1,2015.0,2019.0,PARÁ,Amazônia,3-5 UCs,-6.041333333333333,-49.99422222222222,140.0,67.4044965087473,29.039260685540057,5.0,Amazônia,parauapebas,0,5,parauapebas,"Área de Proteção Ambiental, Floresta, Parque",0.0,100.0,0,1,Moderado
parauna,GO,Paraúna,11,3,11465,241,0,3,Cerrado,11706,parauna,195.0,100.91,19676.8,2015.0,2019.0,GOIÁS,Cerrado,3-5 UCs,-17.098857142857145,-50.65428571428571,80.0,84.27139295287287,71.97618425936854,3.0,Cerrado,parauna,0,3,parauna,"Reserva Particular do Patrimônio Natural, Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Distante
pardinho,SP,Pardinho,10,1,0,112,0,1,Cerrado,112,pardinho,2.0,5.5,11.0,2017.0,2018.0,SÃO PAULO,Mata Atlântica,1 UC,,,,,,,,pardinho,0,1,pardinho,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
paripueira,AL,Paripueira,57,4,936,504,0,1,Área Marinha,1440,paripueira,4.0,36.28,145.1,2015.0,2017.0,ALAGOAS,Mata Atlântica,1 UC,-9.452,-35.612,40.0,63.156123961722955,57.26757453333553,2.0,Mata Atlântica,paripueira,0,1,paripueira,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
pariquera-acu,SP,Pariquera-Açu,7,3,2655,207,0,1,Mata Atlântica,2862,pariquera-acu,9.0,6.64,59.8,2015.0,2018.0,SÃO PAULO,Mata Atlântica,1 UC,,,,,,,,pariquera-acu,0,1,pariquera-acu,Parque,0.0,100.0,0,1,Muito_Distante
parnaiba,PI,Parnaíba,229,30,457364,4759,793258,2,"Cerrado, Caatinga",462123,parnaiba,145.0,46.08,6682.0,2015.0,2019.0,PIAUÍ,"Caatinga, Cerrado",2 UCs,-3.0,-41.7355,220.0,55.7419675447097,11.611826868256204,10.0,"Cerrado, Caatinga",parnaiba,0,2,parnaiba,"Área de Proteção Ambiental, Área de Relevante Interesse Ecológico",0.0,100.0,0,1,Próximo
parnamirim,RN,Parnamirim,76,14,84314,303,534516,1,Caatinga,84617,parnamirim,80.0,52.86,4228.4,2015.0,2019.0,PERNAMBUCO,"Caatinga, Mata Atlântica",1 UC,-7.966666666666666,-39.67933333333333,40.0,68.57855307163946,50.210838194944515,2.0,Caatinga,parnamirim,0,1,parnamirim,Floresta,0.0,100.0,0,1,Distante
passa quatro,MG,Passa Quatro,190,11,33052,232,2719881,2,Mata Atlântica,33284,,0.0,0.0,0.0,,,,,2 UCs,,,,,,,,passa quatro,0,2,passa quatro,"Área de Proteção Ambiental, Floresta",0.0,100.0,0,1,Muito_Distante
